Date;Description;Status;productSlug (metadata);customer_id;order__id
08.03.2024 14:51;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;206;229
08.03.2024 12:35;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;207;230
08.03.2024 10:16;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;208;231
08.03.2024 10:15;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;209;232
08.03.2024 10:05;Pakiet Kursów Analiza Danych w Excelu i SQL;Paid;pakiet-excel-sql;210;233
08.03.2024 09:57;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;51;234
08.03.2024 09:41;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;211;235
08.03.2024 00:08;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;212;236
07.03.2024 21:55;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;213;237
07.03.2024 21:13;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;71;238
07.03.2024 20:54;Pakiet Kursów Analiza Danych w Excelu i SQL;Paid;pakiet-excel-sql;214;239
07.03.2024 19:55;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;215;240
07.03.2024 19:28;Pakiet Kursów Analiza Danych w Excelu i SQL;Paid;pakiet-excel-sql;216;241
07.03.2024 19:21;KajoDataSpace;Paid;kajodataspace;217;242
07.03.2024 12:52;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;218;243
07.03.2024 12:42;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;219;244
05.03.2024 21:29;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;220;245
05.03.2024 18:21;KajoDataSpace;Paid;kajodataspace;221;246
05.03.2024 15:28;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;190;247
05.03.2024 10:49;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;222;248
05.03.2024 07:24;Subscription creation;Paid;kajodataspace;223;249
04.03.2024 10:46;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;224;250
04.03.2024 09:32;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;75;251
03.03.2024 16:10;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;225;252
03.03.2024 12:42;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;193;253
02.03.2024 15:19;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;226;254
01.03.2024 17:02;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;227;255
01.03.2024 16:45;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;228;256
29.02.2024 23:40;Subscription creation;Paid;kajodataspace;229;257
29.02.2024 23:07;Subscription creation;Paid;kajodataspace;230;258
29.02.2024 09:52;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;231;259
27.02.2024 19:10;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;147;260
27.02.2024 18:53;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;232;261
27.02.2024 10:02;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;233;262
27.02.2024 09:07;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;234;263
26.02.2024 18:22;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;235;264
26.02.2024 17:17;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;236;265
26.02.2024 12:25;Subscription creation;Paid;kajodataspace;213;266
26.02.2024 09:39;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;224;267
26.02.2024 07:27;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;237;268
24.02.2024 15:04;Subscription creation;Paid;kajodataspace;238;269
24.02.2024 10:31;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;228;270
23.02.2024 19:39;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;239;271
23.02.2024 13:42;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;108;272
23.02.2024 13:30;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;125;273
23.02.2024 13:29;Kurs Analiza danych w Microsoft Excel;Failed;excel-analiza-danych;125;274
23.02.2024 13:13;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;240;275
23.02.2024 12:04;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;241;276
23.02.2024 11:03;Subscription creation;Paid;kajodataspace;242;277
23.02.2024 11:02;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;51;278
23.02.2024 06:40;Subscription creation;Paid;kajodataspace;198;279
22.02.2024 21:10;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;56;280
22.02.2024 21:06;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;56;281
22.02.2024 18:00;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;15;282
22.02.2024 11:01;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;243;283
22.02.2024 10:26;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;134;284
22.02.2024 09:58;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;154;285
21.02.2024 19:30;KajoDataSpace;Refunded;kajodataspace;244;286
21.02.2024 07:59;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;245;287
19.02.2024 17:18;Subscription creation;Paid;kajodataspace;246;288
19.02.2024 15:57;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;247;289
18.02.2024 15:49;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;248;290
18.02.2024 15:48;Kurs Analiza danych w Microsoft Excel;Failed;excel-analiza-danych;248;291
17.02.2024 21:21;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;249;292
17.02.2024 11:33;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;250;293
17.02.2024 10:03;Subscription creation;Paid;kajodataspace;251;294
16.02.2024 21:04;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;233;295
16.02.2024 20:00;Subscription creation;Paid;kajodataspace;252;296
15.02.2024 18:29;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;253;297
15.02.2024 09:32;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;22;298
14.02.2024 09:49;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;254;299
14.02.2024 07:32;Subscription creation;Paid;kajodataspace;255;300
13.02.2024 11:09;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;256;301
13.02.2024 05:31;Subscription creation;Paid;kajodataspace;257;302
12.02.2024 11:04;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;258;303
12.02.2024 10:11;Subscription creation;Paid;kajodataspace;259;304
12.02.2024 07:55;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;22;305
11.02.2024 17:45;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;260;306
11.02.2024 10:46;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;261;307
10.02.2024 10:16;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;258;308
09.02.2024 12:51;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;262;309
09.02.2024 09:43;KajoDataSpace;Paid;kajodataspace;263;310
08.02.2024 19:04;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;264;311
07.02.2024 18:18;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;265;312
07.02.2024 18:15;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;266;313
07.02.2024 15:11;Subscription creation;Paid;kajodataspace;27;314
06.02.2024 11:03;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;267;315
05.02.2024 19:11;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;217;316
05.02.2024 08:28;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;268;317
04.02.2024 17:22;KajoDataSpace;Paid;kajodataspace;269;318
04.02.2024 11:55;Kurs Analiza danych w SQL;Paid;;270;319
04.02.2024 11:04;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;271;320
04.02.2024 00:47;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;272;321
03.02.2024 18:27;Subscription creation;Paid;kajodataspace;273;322
02.02.2024 09:30;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;274;323
31.01.2024 09:50;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;275;324
31.01.2024 07:52;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;276;325
30.01.2024 19:03;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;277;326
30.01.2024 10:39;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;278;327
29.01.2024 13:25;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;279;328
28.01.2024 21:12;Subscription creation;Paid;kajodataspace;61;329
27.01.2024 08:00;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;280;330
26.01.2024 21:11;Subscription creation;Paid;kajodataspace;281;331
26.01.2024 21:10;Subscription creation;Paid;kajodataspace;282;332
26.01.2024 21:00;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;282;333
25.01.2024 18:22;KajoDataSpace;Paid;kajodataspace;283;334
25.01.2024 18:17;KajoDataSpace;Failed;kajodataspace;283;335
25.01.2024 16:39;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;284;336
25.01.2024 11:34;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;242;337
24.01.2024 16:19;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;285;338
24.01.2024 13:05;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;286;339
24.01.2024 11:51;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;128;340
23.01.2024 20:56;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;281;341
23.01.2024 10:36;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;287;342
22.01.2024 12:45;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;288;343
21.01.2024 19:59;KajoDataSpace;Paid;kajodataspace;289;344
21.01.2024 19:17;Subscription creation;Paid;kajodataspace;119;345
21.01.2024 18:52;Subscription creation;Failed;kajodataspace;289;346
21.01.2024 18:43;Subscription creation;Failed;kajodataspace;289;346
21.01.2024 17:25;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;290;347
21.01.2024 13:29;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;291;348
20.01.2024 20:11;Subscription creation;Failed;kajodataspace;289;349
20.01.2024 20:11;Subscription creation;Failed;kajodataspace;289;349
20.01.2024 20:10;Subscription creation;Failed;kajodataspace;289;349
20.01.2024 20:09;Subscription creation;Failed;kajodataspace;289;349
20.01.2024 20:05;Subscription creation;Failed;kajodataspace;289;349
20.01.2024 20:02;Subscription creation;Failed;kajodataspace;289;350
20.01.2024 19:09;Subscription creation;Failed;kajodataspace;289;351
20.01.2024 19:06;Subscription creation;Failed;kajodataspace;289;351
20.01.2024 19:03;Subscription creation;Failed;kajodataspace;289;352
20.01.2024 19:00;Subscription creation;Failed;kajodataspace;289;353
20.01.2024 18:59;Subscription creation;Failed;kajodataspace;289;353
20.01.2024 18:58;Subscription creation;Failed;kajodataspace;289;354
20.01.2024 18:57;Subscription creation;Failed;kajodataspace;289;354
19.01.2024 12:26;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;292;355
19.01.2024 07:48;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;11;356
17.01.2024 13:51;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;293;357
16.01.2024 18:39;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;294;358
15.01.2024 21:50;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;295;359
15.01.2024 18:46;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;296;360
15.01.2024 18:34;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;281;361
15.01.2024 17:42;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;297;362
14.01.2024 16:05;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;298;363
13.01.2024 19:01;Subscription creation;Paid;kajodataspace;299;364
12.01.2024 20:58;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;300;365
12.01.2024 15:19;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;301;366
12.01.2024 10:11;Subscription creation;Paid;kajodataspace;302;367
10.01.2024 16:08;KajoDataSpace;Paid;kajodataspace;303;368
09.01.2024 18:29;Subscription creation;Paid;kajodataspace;241;369
09.01.2024 08:02;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;304;370
08.01.2024 17:41;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;305;371
08.01.2024 07:35;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;306;372
07.01.2024 19:31;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;307;373
07.01.2024 17:55;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;308;374
07.01.2024 17:52;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;309;375
07.01.2024 17:52;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;310;376
07.01.2024 17:49;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;311;377
07.01.2024 17:49;Subscription creation;Paid;kajodataspace;312;378
07.01.2024 17:48;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;309;379
07.01.2024 17:45;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;313;380
07.01.2024 17:43;Subscription creation;Paid;kajodataspace;264;381
07.01.2024 17:41;KajoDataSpace;Paid;kajodataspace;314;382
07.01.2024 17:35;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;218;383
07.01.2024 17:29;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;315;384
07.01.2024 17:25;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;315;385
07.01.2024 17:20;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;316;386
07.01.2024 17:10;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;317;387
07.01.2024 17:06;Subscription creation;Paid;kajodataspace;318;388
07.01.2024 16:59;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;319;389
07.01.2024 16:54;Subscription creation;Paid;kajodataspace;286;390
07.01.2024 16:48;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;320;391
07.01.2024 16:45;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;321;392
07.01.2024 16:15;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;230;393
07.01.2024 15:55;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;322;394
07.01.2024 15:53;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;230;395
07.01.2024 15:30;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;323;396
07.01.2024 15:25;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;324;397
07.01.2024 15:20;Kurs Analiza danych w Microsoft Excel;Refunded;excel-analiza-danych;325;398
07.01.2024 15:13;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;326;399
07.01.2024 15:10;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;102;400
07.01.2024 15:08;Subscription creation;Paid;kajodataspace;327;401
07.01.2024 15:07;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;328;402
07.01.2024 13:53;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;329;403
07.01.2024 13:53;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;330;404
07.01.2024 13:47;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;331;405
07.01.2024 13:39;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;332;406
07.01.2024 12:46;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;333;407
07.01.2024 12:17;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;10;408
07.01.2024 12:15;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;10;409
07.01.2024 12:15;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;326;410
07.01.2024 11:46;Subscription creation;Paid;kajodataspace;334;411
07.01.2024 11:45;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;335;412
07.01.2024 11:43;Subscription creation;Failed;kajodataspace;334;411
07.01.2024 10:04;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;336;413
06.01.2024 19:57;KajoDataSpace;Paid;kajodataspace;337;414
06.01.2024 18:18;Subscription creation;Paid;kajodataspace;338;415
06.01.2024 18:15;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;339;416
06.01.2024 16:51;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;340;417
06.01.2024 16:41;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;341;418
06.01.2024 16:39;Subscription creation;Paid;kajodataspace;342;419
06.01.2024 15:59;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;343;420
06.01.2024 15:34;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;344;421
06.01.2024 13:21;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;345;422
05.01.2024 21:13;KajoDataSpace;Refunded;kajodataspace;346;423
05.01.2024 17:19;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;347;424
05.01.2024 10:10;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;348;425
05.01.2024 10:05;KajoDataSpace;Paid;kajodataspace;349;426
04.01.2024 19:49;KajoDataSpace;Paid;kajodataspace;350;427
04.01.2024 19:27;Subscription creation;Paid;kajodataspace;351;428
04.01.2024 18:02;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;352;429
04.01.2024 05:55;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;39;430
03.01.2024 22:53;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;353;431
03.01.2024 20:04;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;354;432
03.01.2024 17:12;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;355;433
03.01.2024 16:45;Subscription creation;Paid;kajodataspace;356;434
03.01.2024 15:09;KajoDataSpace;Paid;kajodataspace;357;435
03.01.2024 15:01;KajoDataSpace;Paid;kajodataspace;358;436
03.01.2024 10:04;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;359;437
03.01.2024 10:03;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;360;438
03.01.2024 09:55;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;361;439
03.01.2024 09:29;Kurs Analiza danych w Microsoft Excel;Paid;excel-analiza-danych;362;440
03.01.2024 09:29;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;362;441
02.01.2024 20:14;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;363;442
02.01.2024 17:38;Subscription creation;Paid;kajodataspace;256;443
02.01.2024 11:02;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;359;444
01.01.2024 15:40;Subscription creation;Paid;kajodataspace;364;445
01.01.2024 15:35;Subscription creation;Failed;kajodataspace;364;445
01.01.2024 15:20;Kurs Analiza danych w SQL;Paid;sql-analiza-danych;364;446
01.01.2024 15:17;Kurs Analiza danych w SQL;Failed;sql-analiza-danych;364;447
